scenario,rep,n_rff,pi_clip,method,estimand,true_value,posterior_mean,bias,abs_error,squared_error,ci_lower,ci_upper,ci_width,covered,posterior_sd
strong_heterogeneous,16,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.9654066007706024,-0.03459339922939764,0.03459339922939764,0.001196703270244489,0.6813787302671668,1.2418720481742789,0.5604933179071121,1.0,0.14051409107820909
strong_heterogeneous,17,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.7500154237130224,-0.24998457628697757,0.24998457628697757,0.062492288381379706,0.48181229374626866,1.0307464110744482,0.5489341173281795,1.0,0.14190613568384308
strong_heterogeneous,18,200,0.02,rff_full_gaussian,population_ate_bb,1.0,1.0679052512161933,0.06790525121619329,0.06790525121619329,0.00461112314273432,0.7930509658394286,1.3527447636927328,0.5596937978533042,1.0,0.1439213435703119
strong_heterogeneous,19,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.7903443032529875,-0.20965569674701245,0.20965569674701245,0.04395551117847525,0.48751769878296675,1.0807076601685006,0.5931899613855338,1.0,0.15060662861704854
strong_heterogeneous,20,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.8641122400681127,-0.1358877599318873,0.1358877599318873,0.01846548329930623,0.5986783030718196,1.1346850848948598,0.5360067818230402,1.0,0.13940243703101657
strong_heterogeneous,21,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.74371319900791,-0.25628680099209,0.25628680099209,0.06568292436275915,0.4670073401494745,1.0267551012867944,0.5597477611373198,1.0,0.14016460236701664
strong_heterogeneous,22,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.7771909436102342,-0.22280905638976578,0.22280905638976578,0.049643875609297825,0.515355114442132,1.0493397471466004,0.5339846327044684,1.0,0.13919204287733658
strong_heterogeneous,23,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.904523918886653,-0.09547608111334704,0.09547608111334704,0.009115682064762425,0.6201812138998627,1.1724412149447399,0.5522600010448772,1.0,0.14282456496493695
strong_heterogeneous,24,200,0.02,rff_full_gaussian,population_ate_bb,1.0,1.0173363489617928,0.017336348961792813,0.017336348961792813,0.0003005489953250548,0.7532386706278915,1.2944575219423724,0.5412188513144809,1.0,0.1375062060407004
strong_heterogeneous,25,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.7487653217279254,-0.2512346782720746,0.2512346782720746,0.06311886356647282,0.47059037675694804,1.0324229082736343,0.5618325315166862,1.0,0.1445604056066563
strong_heterogeneous,26,200,0.02,rff_full_gaussian,population_ate_bb,1.0,0.854411399243972,-0.14558860075602797,0.14558860075602797,0.02119604067009811,0.5852223694618147,1.1247445343909288,0.5395221649291141,1.0,0.13868371328575435
